"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3999996185303","","9.30000019073486","","9.30000019073486","","","",
"Samoa Americana","ASM","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua y Barbuda","ATG","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaiyán","AZE","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burundi","BDI","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.3000030517578","","","","","","","","","57.9000015258789","","48.5999984741211","","47.7000007629395","","","",
"Bélgica","BEL","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.3000030517578","","","","","76.8000030517578","","","","","74.3000030517578","","","","","71.8000030517578","","","","","69.8000030517578","","","","61.5","","59.5999984741211","","58.7999992370605","","","",
"Burkina Faso","BFA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.8000030517578","","","","","72.4000015258789","","","","","65.9000015258789","","","","","59.5","","","","","","","","","65.8000030517578","","58.5","","57.0999984741211","","","",
"Bangladesh","BGD","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.3000030517578","","","","","84.6999969482422","","","","","77.8000030517578","","","","","70.8000030517578","","","","","61.5999984741211","","","","55.0999984741211","","49.4000015258789","","47.2000007629395","","","",
"Bulgaria","BGR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahrein","BHR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas","BHS","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia y Herzegovina","BIH","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.59999990463257","","7.59999990463257","","","",
"Belarús","BLR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2000007629395","","33.2000007629395","","","",
"Belice","BLZ","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8000001907349","","5.09999990463257","","5","","","",
"Bermudas","BMU","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.2000007629395","","","","","58.2000007629395","","","","","54.2999992370605","","","","","50.4000015258789","","","","","47.2999992370605","","","","43.5","","49.5","","48.5","","","",
"Brasil","BRA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.7000007629395","","","","","34.0999984741211","","","","","31.5","","","","","29","","","","","26.8999996185303","","","","22.2999992370605","","16.2999992370605","","16.2999992370605","","","",
"Barbados","BRB","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhután","BTN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Centroafricana","CAF","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5","","","","","89.6999969482422","","","","","91.9000015258789","","","","","94.0999984741211","","","","","95.9000015258789","","","","93.3000030517578","","97.5","","95.4000015258789","","","",
"Canadá","CAN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00999999977648258","","0.00999999977648258","","","",
"Europa Central y del Báltico","CEB","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0616538117644","","5.4675126726348","","","",
"Suiza","CHE","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas del Canal","CHI","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","9","","9","","8.80000019073486","","","",
"China","CHN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.5999984741211","","","","","40.5","","","","","37.2999992370605","","","","","32.9000015258789","","","","","29.1000003814697","","","","25.2000007629395","","","","24.6000003814697","","","",
"Côte d'Ivoire","CIV","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4000015258789","","","","","54.2999992370605","","","","","55.2999992370605","","","","","56.2000007629395","","","","","57","","","","56","","59.2000007629395","","60.0999984741211","","","",
"Camerún","CMR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7999992370605","","","","","49.5999984741211","","","","","48.4000015258789","","","","","47.4000015258789","","","","","46.0999984741211","","","","37.7999992370605","","35.7999992370605","","33.7000007629395","","","",
"Congo, República Democrática del","COD","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.4000015258789","","","","","61.7000007629395","","","","74.8000030517578","","79.0999984741211","","77.5","","","",
"Congo, República del","COG","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4000015258789","","","","","49.9000015258789","","","","46.9000015258789","","48","","47.7999992370605","","","",
"Colombia","COL","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.2000007629395","","","","","26.7999992370605","","","","","22.2999992370605","","","","","17.8999996185303","","","","","14.3000001907349","","","","13.1000003814697","","28.1000003814697","","27.7999992370605","","","",
"Comoras","COM","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.4000015258789","","","","","65.4000015258789","","","","","65.4000015258789","","","","","68.9000015258789","","","","","","","","","69.5999984741211","","69.5999984741211","","68.4000015258789","","","",
"Cabo Verde","CPV","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8999996185303","","","","","","","","","5.5","","3.90000009536743","","3.90000009536743","","","",
"Estados pequeos del Caribe","CSS","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1140484087287","","","","","","","","","40.2441444828148","","35.2793132342178","","33.478228840617","","","",
"Cuba","CUB","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.59999990463257","","6.59999990463257","","","",
"Curacao","CUW","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Caimán","CYM","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chipre","CYP","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Checa","CZE","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Alemania","DEU","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00999999977648258","","0.00999999977648258","","","",
"Djibouti","DJI","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.5999984741211","","65.5999984741211","","64.5","","","",
"Dominica","DMA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dinamarca","DNK","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00100000004749745","","0.00100000004749745","","","",
"República Dominicana","DOM","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.8999996185303","","","","","24.3999996185303","","","","","21","","","","","17.6000003814697","","","","","14.8000001907349","","","","12.1000003814697","","14.8000001907349","","14.8000001907349","","","",
"Argelia","DZA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0376057650037","","","","","42.021156220944","","","","","37.9019605400663","","","","","33.1172566606095","","","","","28.9492683183818","","","","25.7913934272637","","","","26.3951207342983","","","",
"inicial del dividendo demográfico","EAR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.3992754701137","","","","","44.5250923166202","","","","","39.3504341084471","","","","","33.2447559416372","","","","","31.1549610548683","","","","27.0143875699011","","31.8925066273324","","31.7231848348401","","","",
"Asia oriental y el Pacífico","EAS","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0376057650037","","","","","42.021156220944","","","","","37.9019605400663","","","","","33.1172566606095","","","","","28.9492683183818","","","","25.7913934272637","","","","26.3951207342983","","","",
"Europa y Asia central (excluido altos ingresos)","ECA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europa y Asia central","ECS","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","","","","","","","","","36","","20.2999992370605","","20.1000003814697","","","",
"Egipto, República Árabe de","EGY","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.2000007629395","","","","","39.2000007629395","","","","","28.1000003814697","","","","","17.1000003814697","","","","","13.1000003814697","","","","10.6000003814697","","6.59999990463257","","5.19999980926514","","","",
"Zona del Euro","EMU","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"España","ESP","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.80000019073486","","5.5","","","",
"Estonia","EST","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Etiopía","ETH","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.5","","","","","95.5","","","","","88.5999984741211","","","","","81.8000030517578","","","","","76.4000015258789","","","","73.9000015258789","","65.9000015258789","","64.3000030517578","","","",
"Unión Europea","EUU","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Frágiles y situaciones de conflicto afectados","FCS","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.9523986434268","","","","","","","","","55.5267022018865","","57.1742901634793","","58.3965356152153","","","",
"Finlandia","FIN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8000001907349","","11.1999998092651","","","",
"Francia","FRA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Feroe","FRO","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabón","GAB","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.7000007629395","","","","","","","","","37","","36.5999984741211","","36.5999984741211","","","",
"Reino Unido","GBR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.0999984741211","","34.0999984741211","","","",
"Ghana","GHA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.5","","","","","58.7999992370605","","","","","52.0999984741211","","","","","45.4000015258789","","","","","40.0999984741211","","","","37.9000015258789","","30.3999996185303","","30.3999996185303","","","",
"Gibraltar","GIB","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.4000015258789","","","","","68.8000030517578","","","","","57.2999992370605","","","","","45.7000007629395","","","","","","","","","43.2999992370605","","49.2000007629395","","50.0999984741211","","","",
"Gambia","GMB","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.4000015258789","","","","","","","","","34.7999992370605","","26","","27.1000003814697","","","",
"Guinea-Bissau","GNB","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.0999984741211","","","","","","","","","82.3000030517578","","78.9000015258789","","74.4000015258789","","","",
"Guinea Ecuatorial","GNQ","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.3000030517578","","","","","","","","","66.1999969482422","","66.0999984741211","","64.9000015258789","","","",
"Grecia","GRC","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","3","","","",
"Granada","GRD","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","6","","","","6","","","",
"Groenlandia","GRL","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.5999984741211","","","","","53.2999992370605","","","","","48.0999984741211","","","","","42.9000015258789","","","","","38.7000007629395","","","","38.7000007629395","","31","","31","","","",
"Guam","GUM","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.7000007629395","","","","","33.2000007629395","","","","33.0999984741211","","32.5999984741211","","31.1000003814697","","","",
"Ingreso alto","HIC","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong, Región Administrativa Especial","HKG","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.9000015258789","","","","","","","","","27.5","","40.4000015258789","","38.5999984741211","","","",
"Países pobres muy endeudados (PPME)","HPC","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.6773907117342","","","","","71.6685284342492","","","","","67.9200814489026","","","","","64.9521839234127","","","","","62.1954190061054","","","","61.7977526733974","","59.9914685965596","","58.4795344784781","","","",
